ID,Sex,BM,BH,SH,CA,Dif APHV,APHV,S 0-10,S 10-30,S 0-30,S 30-60,S 0-60,FOST,BOST,TH,FJT,CMJ,DJ,12MR
323,m,62,178.0,91,14.7,1.23,13.47,1.78,2.59,4.39,3.74,8.13,12.06,12.64,8.65,15.05,43.1,1.73,2900
324,m,79.6,183.3,94.6,15.16,2.15,13.02,,,4.14,3.49,7.63,14.53,17,7.47,,46.5,1.1,3050
325,m,80,181,97,14.52,2.12,12.4,1.77,2.38,4.16,3.43,7.6,13.66,13.93,9.24,15.4,47.7,1.94,2700
326,m,78.2,179,96.2,15.51,2.55,12.96,1.79,2.51,4.31,3.67,7.98,14.86,15.8,7.05,,47.3,1.16,2325
327,m,66.4,171,91,14.62,1.28,13.34,1.81,2.48,4.32,3.5,7.82,12.2,13.68,9.40,13.73,45,1.92,2650
328,m,69.3,169,92,13.68,0.95,12.73,1.85,2.43,4.31,3.56,7.9,13.68,13.68,9.28,14.18,41.8,0.98,2500
329,m,94.3,186,100,15.4,3.17,12.24,,,3.99,3.22,7.21,16.55,18.5,7.72,,44,1.7,2450
330,m,79.3,186,100,14.74,2.6,12.14,1.74,2.57,4.31,3.57,7.88,13.79,14.55,9.30,15.5,43.8,1.62,2215
331,m,76.5,188,94.5,14.75,1.85,12.89,1.71,2.24,3.98,3.16,7.14,15.35,15.22,9.3,15.21,55.9,1.45,2325
332,m,92.9,189.3,100.4,16.76,3.97,12.79,,,4.02,3.35,7.37,20.7,21.4,8.33,,54.9,1.92,
333,m,83.1,187.6,95.1,15.25,2.28,12.97,,,3.91,3.29,7.2,,,8.36,,,,
334,m,93,190,97.8,15.63,2.96,12.67,,,4.38,3.63,8.01,,,7.225,,41.1,,
335,m,113.6,191.9,100.9,15.23,3.39,11.84,,,4.49,3.91,8.4,15.43,16.45,6.825,,42,1.2,2410
336,m,91.2,182.1,94.2,17.2,3.33,13.87,1.7,2.45,4.15,3.44,7.59,17.42,20.15,7.6,15.2,42.2,1.9,2435
337,m,65,183.0,93,13.78,1.03,12.75,1.85,2.56,4.41,3.66,8.09,13.7,,9.65,15.8,45.6,1.64,2800
338,m,71,190,98,14.08,1.87,12.22,1.66,2.34,4,3.31,7.31,13.6,,10.20,16.6,55.4,2.83,2690
339,m,72.6,185.7,96.1,16.16,2.79,13.37,,,,,,17.5,18.8,8.175,,50.1,2.04,
340,m,79.4,177.8,93.4,15.81,2.36,13.45,,,4.32,3.56,7.88,13.3,15.13,6.955,,39.4,1.7,2750
341,m,81.2,196,97.9,16.24,3.14,13.1,,,4.03,3.27,7.32,17.95,19.18,7.945,,48.2,1.53,2430
342,m,83,182.2,95.9,14.96,2.26,12.71,,,4.16,3.39,7.55,15.48,16.72,7.765,,40.8,1.54,
343,m,100.9,200,106,15.44,4.01,11.42,,,4.01,3.18,7.19,20.12,23.15,8.59,,55.2,1.49,2660
344,m,96.1,195.1,103.7,17.35,4.81,12.54,1.74,2.4,4.13,3.4,7.53,18.71,20.65,10.31,16.91,53.6,1.75,2560
345,m,89.1,189.3,99.9,16.84,3.89,12.94,1.74,2.43,4.17,3.54,7.71,17.31,17.92,10.44,15.05,57.7,1.44,2520
346,m,89.1,185.2,97.8,16.06,3.18,12.88,1.73,2.37,4.12,3.38,7.51,18.63,21.14,10.81,18.05,51.5,2.06,2530
347,m,82.4,180.3,97.7,15.9,3.02,12.88,1.73,2.39,4.31,3.63,7.94,17.11,18.67,9.1,14.9,44.4,1.89,2700
348,m,69.6,177.2,93.5,14.4,1.5,12.91,1.68,2.38,4.06,3.44,7.52,14.03,16.38,,,45.2,1.57,
349,m,59.8,174.8,92.4,14.61,1.35,13.26,1.95,2.71,4.66,3.99,8.65,11.11,12.3,8.37,13.54,36.3,1.39,2760
350,m,70,181.5,95.9,15.38,2.33,13.06,1.71,2.38,4.09,3.3,7.39,14.84,16.32,9.70,16.5,52,2.43,3050
351,m,73.1,185,97.6,14.62,2.15,12.47,1.79,2.39,4.18,3.42,7.61,13.86,14.31,9.10,14.56,49.6,1.57,2590
352,m,65.1,175.4,89.5,14.24,0.86,13.38,1.76,2.44,4.2,3.49,7.71,13.93,15.08,9.17,15.08,48.8,2.18,2805
353,m,90,177.2,90.1,14.03,1.14,12.89,,,,,,11.82,12.42,8.23,,42,,2830
354,m,69.1,174.5,93.1,14.68,1.6,13.08,1.77,2.45,4.22,3.44,7.66,14.6,14.77,10.07,16.4,54.2,2.07,2750
355,m,73,183,95,14.78,1.91,12.87,1.75,2.46,4.21,3.48,7.69,13.6,14.60,8.71,15,50.8,1.9,2900
356,m,70,183.5,95.3,15.46,2.28,13.18,,,4.17,3.37,7.54,14.08,15.78,7.905,,41.1,1.9,
357,m,77.2,191.5,97,15.44,2.55,12.89,,,4.25,3.67,7.92,15.2,16.37,7.68,,44.9,1.26,2750
358,m,84,182,93,16.57,2.73,13.84,1.77,2.55,4.32,3.72,8.04,15.5,16.6,9.5,15.6,45.2,1.59,2530
359,m,77.5,177,93,16.35,2.57,13.78,1.52,2.33,3.85,3.27,7.12,16.7,19.05,10.55,16.8,57,2.11,2600
360,m,57.9,175,88,15.08,0.99,14.09,1.7,2.42,4.12,3.64,7.76,12.1,11.65,8.7,,48.8,1.61,
361,m,72.2,184,97,15.69,2.66,13.03,1.69,2.61,4.3,3.79,8.09,13.55,14.6,8.3,13.6,48.3,1.11,2600
362,m,73,182,96,15.27,2.31,12.96,1.64,2.53,4.17,3.64,7.81,14.3,15.4,9.35,15.4,47.7,1.54,2600
363,m,68,173,89,14.39,0.92,13.47,1.66,2.64,4.3,3.85,8.15,11.95,14.3,9.025,14.8,48.5,1.25,2570
364,m,60.3,165.5,88,14.14,0.6,13.54,1.75,2.62,4.37,3.81,8.18,11.55,11.1,8.14,15.1,42.5,1.7,2350
365,m,74.8,167,89,14.2,0.95,13.25,1.76,2.46,4.22,3.53,7.75,13.4,13.70,7.98,14,44.4,1.33,2600
366,m,75.1,193,100.9,15.61,3.15,12.46,,,4.23,3.46,7.69,14.66,15.52,7.695,,44.4,1.56,
367,m,81.3,187,98,16.2,3.18,13.02,1.68,2.39,4.09,3.37,7.46,16.43,18.61,9.565,16.08,41.5,1.73,2860
368,m,66.1,173,93,14.17,1.28,12.89,1.77,2.53,4.3,3.65,7.95,11.2,11.06,8.29,14.87,38.9,1.17,2480
369,m,74,190,101,15.53,3.11,12.42,1.77,2.44,4.21,3.47,7.68,13.85,14.60,8.75,15.1,48.2,1.49,2600
370,m,83.9,173.9,93.7,16.86,3.06,13.8,,,4.03,3.28,7.31,17.8,18.7,7.24,,52.4,2.03,
371,m,83.6,180.5,96.4,15.63,2.71,12.92,,,4.07,3.33,7.4,16.58,18.2,7.67,,46.1,2.07,
372,m,83.9,185.8,100.4,15.83,3.34,12.49,,,3.92,3.12,7.04,15.43,17.63,8.205,,48,1.53,2850
373,m,71.4,186,96,15.62,2.46,13.15,1.63,2.48,4.11,3.55,7.68,14.26,14.95,9.605,14.8,36,1.65,3020
374,m,66.9,184,97,14.63,2.01,12.62,1.69,2.46,4.16,3.54,7.7,13.37,13.96,9.495,16.2,37,1.44,3100
375,m,87,197,97,14.74,2.27,12.47,1.76,2.5,4.26,3.59,7.85,16.3,17.2,9.445,15.76,44,1.67,2630
376,m,89.5,182,89,15.68,1.78,13.9,1.97,2.92,4.89,4.34,9.23,11.57,11.84,,10.52,33,0.73,
377,m,81,188,97,14.87,2.3,12.57,1.81,2.58,4.39,3.62,8.01,14,15.8,9.34,14.75,39,1.42,2550
378,m,70.3,176,92,14.49,1.37,13.12,1.61,2.39,4,3.36,7.36,15,15.86,9.045,14.9,45,1.52,2700
379,m,78.3,193,97,14.71,2.16,12.55,1.69,2.59,4.29,3.65,8,13.2,12.20,9.56,16.58,43.7,2.02,2850
